"Item","Description","Qty"
"السلطان","keyassa","200 000"
"111","keyassa","50 400"
"098","keyassa","50 400"
"074","keyassa","52 800"
"073","keyassa","200 400"
"012","keyassa","753 200"
"011","keyassa","50 000"
