"Item","Description","Qty"
"S","JOURNAL SATIN","20"
"L","JOURNAL SATIN","20"
"M","JOURNAL SATIN","20"
"XL","JOURNAL SATIN","20"
"XXL","JOURNAL SATIN","20"
"BLANC","JOURNAL SATIN","20"
"LACOSTE","JOURNAL SATIN","20"
"XXXL","JOURNAL SATIN","10"
